Timestamp,Open,High,Low,Close,Volume
2026-06-28 03:20:00,60273.05,60274.98,60248.21,60274.97,43.78842
2026-06-28 03:25:00,60274.96,60274.96,60262.56,60262.57,3.34108
2026-06-28 03:30:00,60262.57,60275.0,60218.61,60218.61,16.1242
2026-06-28 03:35:00,60218.62,60218.64,60200.0,60202.46,5.62846
2026-06-28 03:40:00,60202.47,60207.09,60187.01,60197.27,6.54241
2026-06-28 03:45:00,60197.27,60207.08,60187.65,60195.58,16.27395
2026-06-28 03:50:00,60195.58,60207.08,60162.0,60179.99,12.90276
2026-06-28 03:55:00,60179.99,60220.06,60179.99,60197.04,30.06841
2026-06-28 04:00:00,60197.03,60214.0,60144.0,60203.45,21.66882
2026-06-28 04:05:00,60203.45,60230.0,60186.0,60210.0,19.87568
2026-06-28 04:10:00,60210.01,60215.65,60197.12,60215.64,31.71793
2026-06-28 04:15:00,60215.64,60228.0,60198.27,60199.55,9.84879
2026-06-28 04:20:00,60199.55,60231.83,60199.55,60231.83,28.90177
2026-06-28 04:25:00,60231.83,60231.83,60199.17,60199.18,1.83932
2026-06-28 04:30:00,60199.17,60199.18,60088.04,60123.28,13.06033
2026-06-28 04:35:00,60123.27,60138.0,60112.28,60128.56,7.47286
2026-06-28 04:40:00,60128.55,60174.01,60128.55,60174.01,12.41093
2026-06-28 04:45:00,60174.0,60194.0,60163.06,60176.44,24.98266
2026-06-28 04:50:00,60176.44,60181.19,60158.82,60158.82,8.05019
2026-06-28 04:55:00,60158.82,60158.83,60121.06,60133.0,11.67669
2026-06-28 05:00:00,60133.01,60140.0,59970.0,59975.91,30.62742
2026-06-28 05:05:00,59975.91,60040.0,59970.0,60021.21,23.45261
2026-06-28 05:10:00,60021.21,60048.0,60001.31,60012.77,13.23396
2026-06-28 05:15:00,60012.77,60021.64,59941.02,60021.64,29.06675
2026-06-28 05:20:00,60021.63,60021.64,59892.0,59912.0,29.48665
2026-06-28 05:25:00,59912.0,59921.47,59753.48,59836.09,104.17583
2026-06-28 05:30:00,59836.09,59927.98,59795.99,59927.98,43.93159
2026-06-28 05:35:00,59927.97,59954.29,59903.15,59919.03,14.46831
2026-06-28 05:40:00,59919.03,59931.67,59918.63,59918.64,10.12843
2026-06-28 05:45:00,59918.64,59943.52,59918.63,59931.24,11.01342
2026-06-28 05:50:00,59931.24,59954.33,59931.24,59953.19,17.54851
2026-06-28 05:55:00,59953.19,60015.22,59953.18,59989.17,17.95091
2026-06-28 06:00:00,59989.18,60024.25,59954.25,59957.5,7.94631
2026-06-28 06:05:00,59957.51,59996.8,59951.72,59977.82,22.72076
2026-06-28 06:10:00,59977.82,59977.82,59842.0,59842.01,43.88587
2026-06-28 06:15:00,59842.01,59956.25,59808.0,59927.77,43.92381
2026-06-28 06:20:00,59927.77,59944.0,59918.7,59920.01,5.78138
2026-06-28 06:25:00,59920.01,59925.47,59893.95,59925.28,11.58397
2026-06-28 06:30:00,59925.28,59969.99,59925.27,59969.99,25.00816
2026-06-28 06:35:00,59969.98,59970.0,59956.29,59958.49,6.53791
2026-06-28 06:40:00,59958.49,59990.0,59958.49,59966.87,19.26659
2026-06-28 06:45:00,59966.87,60006.0,59958.48,60006.0,10.65948
2026-06-28 06:50:00,60005.99,60030.0,60002.34,60017.5,13.66591
2026-06-28 06:55:00,60017.49,60017.49,59992.0,60002.82,6.9699
2026-06-28 07:00:00,60002.82,60186.0,60000.0,60125.35,44.64953
2026-06-28 07:05:00,60125.35,60125.36,60088.8,60101.27,8.74582
2026-06-28 07:10:00,60101.27,60146.82,60101.27,60140.94,7.75623
2026-06-28 07:15:00,60140.94,60143.65,60138.44,60143.64,5.91574
2026-06-28 07:20:00,60143.65,60143.65,60133.45,60133.45,6.19462
2026-06-28 07:25:00,60133.45,60133.46,60106.0,60108.42,7.42911
2026-06-28 07:30:00,60108.42,60127.0,60106.77,60127.0,11.98524
2026-06-28 07:35:00,60127.0,60249.48,60126.99,60208.07,85.49939
2026-06-28 07:40:00,60208.06,60229.61,60200.0,60222.86,46.97367
2026-06-28 07:45:00,60222.87,60250.0,60213.03,60242.05,65.2668
2026-06-28 07:50:00,60242.06,60259.68,60200.0,60209.99,34.75337
2026-06-28 07:55:00,60209.99,60220.0,60198.58,60219.99,36.66635
2026-06-28 08:00:00,60220.0,60248.0,60191.05,60209.84,21.64951
2026-06-28 08:05:00,60209.84,60209.85,60140.14,60140.15,22.70223
2026-06-28 08:10:00,60140.15,60179.55,60140.14,60179.54,19.3185
2026-06-28 08:15:00,60179.54,60209.84,60159.99,60172.23,17.93636
2026-06-28 08:20:00,60172.24,60229.31,60172.23,60220.33,14.70322
2026-06-28 08:25:00,60220.33,60230.0,60220.32,60224.61,8.39974
2026-06-28 08:30:00,60224.61,60239.94,60218.0,60237.84,59.31669
2026-06-28 08:35:00,60238.0,60545.01,60232.82,60469.99,235.92666
2026-06-28 08:40:00,60470.0,60513.6,60402.0,60449.42,45.71241
2026-06-28 08:45:00,60449.41,60482.0,60418.0,60423.33,22.70038
2026-06-28 08:50:00,60423.33,60423.33,60389.04,60391.8,11.01772
2026-06-28 08:55:00,60391.79,60402.53,60370.0,60370.0,12.22498
2026-06-28 09:00:00,60370.01,60379.96,60290.01,60320.72,12.34495
2026-06-28 09:05:00,60320.72,60414.9,60320.72,60411.74,34.08133
2026-06-28 09:10:00,60411.74,60462.0,60350.0,60368.03,60.75022
2026-06-28 09:15:00,60368.03,60390.0,60360.0,60360.0,11.37916
2026-06-28 09:20:00,60360.01,60360.01,60319.11,60348.0,11.41845
2026-06-28 09:25:00,60347.99,60348.0,60318.0,60323.36,14.45114
2026-06-28 09:30:00,60323.36,60376.28,60310.26,60371.72,16.36669
2026-06-28 09:35:00,60371.73,60380.0,60344.0,60351.44,8.63221
2026-06-28 09:40:00,60351.45,60409.32,60351.44,60378.88,16.60053
2026-06-28 09:45:00,60378.88,60394.75,60297.33,60302.89,10.57422
2026-06-28 09:50:00,60302.9,60323.0,60262.0,60305.99,14.13292
2026-06-28 09:55:00,60306.0,60306.0,60250.81,60258.84,11.67438
2026-06-28 10:00:00,60258.85,60292.48,60184.0,60193.15,30.36727
2026-06-28 10:05:00,60193.15,60205.81,60172.52,60197.58,8.12376
2026-06-28 10:10:00,60197.58,60288.43,60197.58,60260.37,12.1973
2026-06-28 10:15:00,60260.36,60286.0,60200.01,60200.01,7.72069
2026-06-28 10:20:00,60200.01,60200.01,60148.44,60148.45,6.18626
2026-06-28 10:25:00,60148.44,60148.45,60068.0,60105.02,34.93894
2026-06-28 10:30:00,60105.03,60136.0,60094.72,60112.6,23.8724
2026-06-28 10:35:00,60112.61,60114.0,60078.0,60097.85,13.5028
2026-06-28 10:40:00,60097.85,60138.0,60097.84,60127.2,5.59981
2026-06-28 10:45:00,60127.21,60158.0,60127.2,60150.56,6.55073
2026-06-28 10:50:00,60150.57,60176.0,60144.54,60174.12,19.89986
2026-06-28 10:55:00,60174.12,60175.96,60166.71,60166.71,12.22774
2026-06-28 11:00:00,60166.71,60262.39,60165.51,60239.12,11.67694
2026-06-28 11:05:00,60239.12,60239.12,60100.0,60132.0,79.59726
2026-06-28 11:10:00,60132.0,60134.9,60115.67,60125.42,8.36074
2026-06-28 11:15:00,60125.41,60203.0,60123.9,60203.0,6.96266
2026-06-28 11:20:00,60202.99,60341.54,60202.99,60292.02,23.82969
2026-06-28 11:25:00,60292.02,60363.0,60284.89,60312.01,15.85273
2026-06-28 11:30:00,60312.01,60323.82,60297.01,60317.98,8.8542
2026-06-28 11:35:00,60317.97,60324.98,60260.28,60287.11,13.02705
